ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_01120,Fênix Recuperação de Crédito,2026-02-26,132,"R$ 8.273,89",Acordo Firmado,59.0,Sul
CONTR_2026_01121,Acerta Crédito Integrado,2026-03-14,92,19109.43,Insucesso,31.0,Sudeste
CONTR_2026_01122,Vértice Asset & Cobrança ,2026-01-06,169,"R$ 2.031,23",Em Aberto,4.0,Nordeste
CONTR_2026_01123,Acerta Crédito Integrado,2026-01-13,108,"R$ 4.279,17",Em Aberto,27.0,Sudeste
CONTR_2026_01124,Acerta Crédito Integrado,2026-02-28,65,"R$ 5.559,54",Insucesso,18.0,Nordeste
CONTR_2026_01125,Nexus Mediação Financeira,2026-03-27,106,"R$ 3.143,87",Acordo Firmado,63.0,Norte
CONTR_2026_01126,Nexus Mediação Financeira,2026-04-02,123,"R$ 5.948,33",Insucesso,95.0,Sul
CONTR_2026_01127,Fênix Recuperação de Crédito,2026-01-30,105,"R$ 6.088,44",Insucesso,71.0,Sudeste
CONTR_2026_01128,Vértice Asset & Cobrança,2026-04-26,83,"R$ 10.433,06",Em Aberto,19.0,Sul
CONTR_2026_01129,Vértice Asset & Cobrança,2026-04-10,39,"R$ 10.134,32",Acordo Firmado,39.0,Sudeste
CONTR_2026_01130,Vértice Asset & Cobrança,2026-01-02,80,"R$ 1.968,80",Ajuizado,66.0,Nordeste
CONTR_2026_01131,Acerta Crédito Integrado,2026-02-27,140,"R$ 2.124,98",Em Aberto,78.0,Nordeste
CONTR_2026_01132,Vértice Asset & Cobrança,2026-02-05,66,2457.54,Acordo Firmado,100.0,sudeste
CONTR_2026_01133,Fênix Recuperação de Crédito,2026-03-13,77,"R$ 2.713,84",Em Aberto,46.0,Centro-Oeste
CONTR_2026_01134,Fênix Recuperação de Crédito,2026-02-14,119,"R$ 5.356,23",Acordo Firmado,92.0,Centro-Oeste
CONTR_2026_01135,Nexus Mediação Financeira,2026-04-16,108,"R$ 3.183,69",Em Aberto,38.0,Nordeste
CONTR_2026_01136,Fênix Recuperação de Crédito,2026-04-24,50,"R$ 16.484,07",Acordo Firmado,67.0,Nordeste
CONTR_2026_01137,Acerta Crédito Integrado,2026-01-09,86,"R$ 1.829,53",Insucesso,29.0,Nordeste
CONTR_2026_01138,Vértice Asset & Cobrança,2026-03-06,132,"R$ 2.615,03",Insucesso,91.0,Sul
CONTR_2026_01139,Vértice Asset & Cobrança,2026-03-18,90,"R$ 11.336,81",Ajuizado,57.0,Nordeste
CONTR_2026_01140,Nexus Mediação Financeira,2026-02-19,132,5589.33,Em Aberto,48.0,Sudeste
CONTR_2026_01141,Acerta Crédito Integrado,2026-03-20,134,"R$ 5.164,05",Acordo Firmado,52.0,Nordeste
CONTR_2026_01142,Vértice Asset & Cobrança,2026-02-01,62,"R$ 5.711,26",Acordo Firmado,48.0,Norte
CONTR_2026_01143,Nexus Mediação Financeira,2026-04-08,81,2653.53,Em Aberto,61.0,Sudeste
CONTR_2026_01144,Nexus Mediação Financeira,2026-02-12,109,"R$ 8.365,82",Em Aberto,67.0,Sul
CONTR_2026_01145,Vértice Asset & Cobrança,2026-04-05,43,"R$ 4.631,18",Em Aberto,48.0,Sudeste
CONTR_2026_01146,Acerta Crédito Integrado,2026-03-19,83,"R$ 1.417,65",Em Aberto,94.0,Sudeste
CONTR_2026_01147,Acerta Crédito Integrado,2026-02-23,106,"R$ 2.174,96",Insucesso,82.0,Sudeste
CONTR_2026_01148,Nexus Mediação Financeira,2026-02-16,71,"R$ 9.681,09",Acordo Firmado,8.0,Nordeste
CONTR_2026_01149,Acerta Crédito Integrado,2026-01-14,107,"R$ 3.315,94",Insucesso,74.0,Nordeste
CONTR_2026_01150,Acerta Crédito Integrado,2026-02-17,71,"R$ 8.623,82",Em Aberto,86.0,Nordeste
CONTR_2026_01151,Acerta Crédito Integrado,2026-02-24,71,"R$ 6.643,95",Em Aberto,88.0,Sudeste
CONTR_2026_01152,Acerta Crédito Integrado,2026-01-29,112,"R$ 2.993,81",Ajuizado,67.0,Sudeste
CONTR_2026_01153,Nexus Mediação Financeira,2026-02-16,131,"R$ 1.879,30",Acordo Firmado,14.0,Sudeste
CONTR_2026_01154,Nexus Mediação Financeira,2026-03-04,68,"R$ 9.423,91",Acordo Firmado,47.0,Sul
CONTR_2026_01155,Nexus Mediação Financeira,2026-01-19,53,6351.32,Acordo Firmado,24.0,Nordeste
CONTR_2026_01156,Acerta Crédito Integrado,2026-04-01,88,"R$ 2.989,07",Em Aberto,91.0,Sudeste
CONTR_2026_01157,Fênix Recuperação de Crédito,2026-01-09,104,"R$ 4.904,08",Insucesso,62.0,Sudeste
CONTR_2026_01158,Acerta Crédito Integrado,2026-04-11,68,"R$ 5.932,50",Acordo Firmado,58.0,Nordeste
CONTR_2026_01159,Acerta Crédito Integrado,2026-02-06,139,"R$ 1.210,60",Insucesso,34.0,Nordeste
CONTR_2026_01160,Fênix Recuperação de Crédito,2026-04-17,85,"R$ 6.751,10",Ajuizado,31.0,Nordeste
CONTR_2026_01161,Acerta Crédito Integrado,2026-04-02,68,"R$ 6.536,70",Acordo Firmado,48.0,Sul
CONTR_2026_01162,Fênix Recuperação de Crédito,2026-02-21,147,"R$ 1.630,94",Acordo Firmado,91.0,Nordeste
CONTR_2026_01163,Vértice Asset & Cobrança,2026-02-26,127,"R$ 8.950,03",Ajuizado,45.0,Sudeste
CONTR_2026_01164,Acerta Crédito Integrado,2026-03-29,68,"R$ 9.917,39",Insucesso,29.0,Sudeste
CONTR_2026_01165,Fênix Recuperação de Crédito,2026-01-28,122,"R$ 2.913,60",Em Aberto,29.0,Norte
CONTR_2026_01166,Acerta Crédito Integrado,2026-02-05,70,"R$ 2.084,95",Em Aberto,63.0,Sul
CONTR_2026_01167,Acerta Crédito Integrado,2026-04-26,113,"R$ 6.999,48",Ajuizado,48.0,Nordeste
CONTR_2026_01168,Nexus Mediação Financeira,2026-03-05,143,"R$ 1.858,24",Em Aberto,12.0,Nordeste
CONTR_2026_01169,Fênix Recuperação de Crédito,2026-01-18,53,"R$ 10.961,13",Acordo Firmado,78.0,Nordeste
CONTR_2026_01170,Vértice Asset & Cobrança,2026-03-30,73,4470.88,Ajuizado,27.0,Nordeste
CONTR_2026_01171,Nexus Mediação Financeira,2026-02-04,74,"R$ 13.229,13",Em Aberto,47.0,Nordeste
CONTR_2026_01172,Vértice Asset & Cobrança ,2026-03-09,97,"R$ 6.338,48",Acordo Firmado,66.0,Nordeste
CONTR_2026_01173,Nexus Mediação Financeira,2026-03-19,104,"R$ 2.878,01",Insucesso,37.0,Nordeste
CONTR_2026_01174,Vértice Asset & Cobrança,2026-02-08,87,"R$ 4.355,91",Em Aberto,45.0,Sudeste
CONTR_2026_01175,Nexus Mediação Financeira,2026-03-31,39,"R$ 4.968,17",Acordo Firmado,57.0,Sul
CONTR_2026_01176,Nexus Mediação Financeira,2026-01-08,53,9641.29,Acordo Firmado,18.0,Sul
CONTR_2026_01177,Acerta Crédito Integrado,2026-03-29,63,"R$ 11.097,26",Insucesso,13.0,Sudeste
CONTR_2026_01178,Fênix Recuperação de Crédito,2026-03-21,106,"R$ 6.944,45",Acordo Firmado,73.0,Sudeste
CONTR_2026_01179,Acerta Crédito Integrado,2026-03-25,48,"R$ 2.942,10",Em Aberto,29.0,Sudeste
CONTR_2026_01180,Nexus Mediação Financeira,2026-01-15,-999,"R$ 4.959,91",Em Aberto,56.0,Sudeste
CONTR_2026_01181,Vértice Asset & Cobrança ,2026-01-07,55,"R$ 1.899,89",Em Aberto,74.0,Sudeste
CONTR_2026_01182,Vértice Asset & Cobrança,2026-01-17,100,"R$ 2.507,53",Acordo Firmado,20.0,Sudeste
CONTR_2026_01183,Nexus Mediação Financeira,2026-03-27,123,"R$ 3.005,27",Em Aberto,29.0,Sudeste
CONTR_2026_01184,fênix recuperação de crédito,2026-03-27,94,"R$ 1.577,71",Acordo Firmado,6.0,Nordeste
CONTR_2026_01185,Fênix Recuperação de Crédito,2026-04-28,149,"R$ 12.013,62",Em Aberto,26.0,Sudeste
CONTR_2026_01186,fênix recuperação de crédito,2026-03-05,94,"R$ 1.854,21",Em Aberto,61.0,Sul
CONTR_2026_01187,Nexus Mediação Financeira,2026-01-12,87,"R$ 7.167,45",Acordo Firmado,86.0,Centro-Oeste
CONTR_2026_01188,Fênix Recuperação de Crédito,2026-03-23,66,"R$ 4.722,68",Em Aberto,43.0,Nordeste
CONTR_2026_01189,Vértice Asset & Cobrança,2026-02-25,96,"R$ 10.112,05",Acordo Firmado,47.0,Sudeste
CONTR_2026_01190,Acerta Crédito Integrado,2026-02-15,65,"R$ 7.955,33",Em Aberto,26.0,Sudeste
CONTR_2026_01191,Fênix Recuperação de Crédito,2026-02-16,60,"R$ 8.330,13",Em Aberto,81.0,Centro-Oeste
CONTR_2026_01192,Nexus Mediação Financeira,2026-03-20,59,"R$ 3.909,40",Em Aberto,1.0,Nordeste
CONTR_2026_01193,Vértice Asset & Cobrança,2026-04-11,83,"R$ 10.178,12",Acordo Firmado,95.0,Nordeste
CONTR_2026_01194,Nexus Mediação Financeira,2026-01-16,74,"R$ 1.697,68",Insucesso,73.0,Nordeste
CONTR_2026_01195,Fênix Recuperação de Crédito,2026-03-10,169,"R$ 4.138,70",Ajuizado,26.0,Nordeste
CONTR_2026_01196,Acerta Crédito Integrado,2026-01-02,96,"R$ 27.319,82",Acordo Firmado,64.0,Centro-Oeste
CONTR_2026_01197,Vértice Asset & Cobrança ,2026-04-26,95,"R$ 15.993,58",Em Aberto,62.0,Sudeste
CONTR_2026_01198,Vértice Asset & Cobrança ,2026-04-02,73,"R$ 1.628,95",Em Aberto,6.0,Sudeste
CONTR_2026_01199,Acerta Crédito Integrado,2026-04-15,181,"R$ 5.454,69",Em Aberto,62.0,Centro-Oeste
CONTR_2026_01200,Fênix Recuperação de Crédito,2026-02-23,62,"R$ 3.096,43",Em Aberto,66.0,Nordeste
CONTR_2026_01201,Acerta Crédito Integrado,2026-01-27,75,"R$ 7.718,46",Em Aberto,42.0,Centro-Oeste
CONTR_2026_01202,Fênix Recuperação de Crédito,2026-01-31,119,"R$ 7.855,01",Em Aberto,27.0,Sul
CONTR_2026_01203,Fênix Recuperação de Crédito,2026-02-10,96,"R$ 1.200,47",Em Aberto,65.0,Nordeste
CONTR_2026_01204,Vértice Asset & Cobrança,2026-02-05,51,"R$ 10.548,15",Em Aberto,30.0,Sudeste
CONTR_2026_01205,Vértice Asset & Cobrança,2026-02-16,90,"R$ 2.465,33",Em Aberto,82.0,Sul
CONTR_2026_01206,Acerta Crédito Integrado,2026-02-12,110,"R$ 18.093,26",Em Aberto,98.0,Sudeste
CONTR_2026_01207,Nexus Mediação Financeira,2026-03-06,105,"R$ 12.992,14",Insucesso,85.0,sudeste
CONTR_2026_01208,Vértice Asset & Cobrança,2026-02-19,109,"R$ 2.257,68",Insucesso,65.0,Sul
CONTR_2026_01209,Vértice Asset & Cobrança,2026-04-03,155,"R$ 6.257,62",Acordo Firmado,47.0,Sul
CONTR_2026_01210,Vértice Asset & Cobrança ,2026-01-01,98,"R$ 2.957,38",Insucesso,32.0,Nordeste
CONTR_2026_01211,Vértice Asset & Cobrança,2026-03-13,113,"R$ 1.743,41",Acordo Firmado,34.0,Nordeste
CONTR_2026_01212,Vértice Asset & Cobrança,2026-02-26,17,"R$ 11.557,46",Acordo Firmado,47.0,Sudeste
CONTR_2026_01213,Fênix Recuperação de Crédito,2026-01-16,145,"R$ 2.197,30",Em Aberto,14.0,Sudeste
CONTR_2026_01214,Acerta Crédito Integrado,2026-01-28,91,"R$ 3.931,98",Em Aberto,5.0,Nordeste
CONTR_2026_01215,Nexus Mediação Financeira,2026-03-27,63,"R$ 14.097,57",Em Aberto,36.0,Centro-Oeste
CONTR_2026_01216,Fênix Recuperação de Crédito,2026-03-23,84,"R$ 1.591,72",Em Aberto,96.0,Centro-Oeste
CONTR_2026_01217,Fênix Recuperação de Crédito,2026-01-22,109,"R$ 5.199,04",Em Aberto,9.0,Sudeste
CONTR_2026_01218,Nexus Mediação Financeira,2026-02-10,121,"R$ 5.444,85",Em Aberto,35.0,Sudeste
CONTR_2026_01219,Nexus Mediação Financeira,2026-03-17,87,"R$ 8.399,88",Acordo Firmado,25.0,Sudeste
CONTR_2026_01220,Vértice Asset & Cobrança,2026-01-19,-999,"R$ 9.976,10",Acordo Firmado,75.0,Nordeste
CONTR_2026_01221,Vértice Asset & Cobrança ,2026-03-30,82,"R$ 3.959,49",Em Aberto,46.0,Nordeste
CONTR_2026_01222,Fênix Recuperação de Crédito,2026-02-19,104,"R$ 8.006,70",Acordo Firmado,13.0,Sul
CONTR_2026_01223,Vértice Asset & Cobrança,2026-02-28,96,"R$ 13.264,19",Em Aberto,61.0,Sudeste
CONTR_2026_01224,fênix recuperação de crédito,2026-03-10,99,"R$ 12.069,47",Em Aberto,30.0,Sudeste
CONTR_2026_01225,Vértice Asset & Cobrança,2026-02-03,80,"R$ 4.683,96",Acordo Firmado,98.0,Sudeste
CONTR_2026_01226,Nexus Mediação Financeira,2026-02-08,102,"R$ 5.870,10",Insucesso,32.0,Sudeste
CONTR_2026_01227,Vértice Asset & Cobrança,2026-03-15,65,6786.05,Ajuizado,30.0,Nordeste
CONTR_2026_01228,Vértice Asset & Cobrança,2026-04-21,95,"R$ 9.749,30",Acordo Firmado,82.0,Sul
CONTR_2026_01229,Vértice Asset & Cobrança ,2026-01-07,70,"R$ 4.743,67",Em Aberto,56.0,Sudeste
CONTR_2026_01230,Vértice Asset & Cobrança,2026-04-11,60,"R$ 1.793,35",Em Aberto,67.0,Nordeste
CONTR_2026_01231,Acerta Crédito Integrado,2026-04-21,68,"R$ 3.633,12",Acordo Firmado,71.0,Nordeste
CONTR_2026_01232,Fênix Recuperação de Crédito,2026-02-21,83,"R$ 7.568,44",Em Aberto,55.0,Nordeste
CONTR_2026_01233,Fênix Recuperação de Crédito,2026-03-01,74,6088.16,Acordo Firmado,98.0,Nordeste
CONTR_2026_01234,Fênix Recuperação de Crédito,2026-02-21,101,"R$ 8.201,80",Ajuizado,8.0,Nordeste
CONTR_2026_01235,Nexus Mediação Financeira,2026-03-20,92,"R$ 4.665,27",Insucesso,43.0,Nordeste
CONTR_2026_01236,Vértice Asset & Cobrança,2026-04-16,120,"R$ 2.158,25",Acordo Firmado,48.0,Nordeste
CONTR_2026_01237,Acerta Crédito Integrado,2026-01-24,87,"R$ 1.812,01",Ajuizado,58.0,Sudeste
CONTR_2026_01238,Vértice Asset & Cobrança,2026-01-26,95,"R$ 4.481,78",Acordo Firmado,32.0,Nordeste
CONTR_2026_01239,Vértice Asset & Cobrança ,2026-03-31,145,"R$ 2.351,63",Em Aberto,78.0,Sudeste
CONTR_2026_01240,Fênix Recuperação de Crédito,2026-04-20,76,"R$ 21.361,61",Em Aberto,69.0,Sul
CONTR_2026_01241,Acerta Crédito Integrado,2026-03-31,81,"R$ 2.307,93",Em Aberto,7.0,Sudeste
CONTR_2026_01242,Acerta Crédito Integrado,2026-01-10,126,"R$ 5.382,60",Ajuizado,74.0,Sul
CONTR_2026_01243,Acerta Crédito Integrado,2026-01-17,61,"R$ 1.208,85",Acordo Firmado,20.0,Nordeste
CONTR_2026_01244,Acerta Crédito Integrado,2026-04-27,129,"R$ 2.662,77",Acordo Firmado,62.0,Nordeste
CONTR_2026_01245,Acerta Crédito Integrado,2026-03-19,82,"R$ 2.699,71",Ajuizado,21.0,Sudeste
CONTR_2026_01246,Nexus Mediação Financeira,2026-01-02,65,"R$ 7.896,81",Acordo Firmado,92.0,Norte
CONTR_2026_01247,Fênix Recuperação de Crédito,2026-04-22,117,4622.19,Insucesso,29.0,Sudeste
CONTR_2026_01248,Fênix Recuperação de Crédito,2026-03-18,82,"R$ 1.260,83",Em Aberto,70.0,Sudeste
CONTR_2026_01249,fênix recuperação de crédito,2026-01-27,144,"R$ 3.583,50",Insucesso,,Nordeste
CONTR_2026_01250,Nexus Mediação Financeira,2026-03-14,92,"R$ 6.375,11",Ajuizado,42.0,Sudeste
CONTR_2026_01251,Acerta Crédito Integrado,2026-03-12,92,"R$ 6.262,73",Insucesso,3.0,Sudeste
CONTR_2026_01252,Vértice Asset & Cobrança,2026-02-17,72,"R$ 1.476,98",Acordo Firmado,37.0,Nordeste
CONTR_2026_01253,Fênix Recuperação de Crédito,2026-03-15,85,14419.25,Em Aberto,17.0,Sudeste
CONTR_2026_01254,Fênix Recuperação de Crédito,2026-04-30,81,"R$ 2.618,39",Em Aberto,,Sul
CONTR_2026_01255,Nexus Mediação Financeira,2026-04-28,129,"R$ 12.306,23",Em Aberto,10.0,Nordeste
CONTR_2026_01256,Vértice Asset & Cobrança,2026-01-09,98,"R$ 2.400,27",Acordo Firmado,37.0,Sul
CONTR_2026_01257,Fênix Recuperação de Crédito,2026-03-27,111,"R$ 5.394,92",Em Aberto,33.0,Sul
CONTR_2026_01258,Vértice Asset & Cobrança,2026-01-23,92,"R$ 3.805,06",Acordo Firmado,28.0,Centro-Oeste
CONTR_2026_01259,Fênix Recuperação de Crédito,2026-03-12,77,"R$ 5.553,59",Acordo Firmado,87.0,Nordeste
CONTR_2026_01260,Nexus Mediação Financeira,2026-04-22,101,"R$ 4.644,41",Em Aberto,42.0,Nordeste
CONTR_2026_01261,Vértice Asset & Cobrança,2026-03-14,137,1210.25,Em Aberto,58.0,Norte
CONTR_2026_01262,Acerta Crédito Integrado,2026-01-27,58,"R$ 3.364,17",Em Aberto,48.0,Nordeste
CONTR_2026_01263,Vértice Asset & Cobrança,2026-03-29,102,"R$ 1.256,40",Em Aberto,51.0,Sudeste
CONTR_2026_01264,Vértice Asset & Cobrança,2026-04-03,134,"R$ 6.950,05",Acordo Firmado,10.0,Nordeste
CONTR_2026_01265,Fênix Recuperação de Crédito,2026-03-22,65,"R$ 10.803,51",Em Aberto,8.0,Sul
CONTR_2026_01266,Fênix Recuperação de Crédito,2026-03-25,117,"R$ 3.628,34",Em Aberto,16.0,Nordeste
CONTR_2026_01267,Vértice Asset & Cobrança,2026-03-12,117,4920.12,Ajuizado,96.0,Nordeste
CONTR_2026_01268,Vértice Asset & Cobrança,2026-02-12,51,"R$ 1.540,52",Insucesso,62.0,Sudeste
CONTR_2026_01269,Nexus Mediação Financeira,2026-04-14,123,"R$ 3.632,27",Em Aberto,49.0,Nordeste
CONTR_2026_01270,Vértice Asset & Cobrança,2026-01-07,72,"R$ 1.947,49",Insucesso,89.0,Sudeste
CONTR_2026_01271,Nexus Mediação Financeira,2026-04-02,100,"R$ 1.534,45",Insucesso,15.0,Sudeste
CONTR_2026_01272,Acerta Crédito Integrado,2026-03-24,120,"R$ 2.143,91",Acordo Firmado,16.0,Sudeste
CONTR_2026_01273,Acerta Crédito Integrado,2026-03-04,126,11433.67,Em Aberto,81.0,Sul
CONTR_2026_01274,Fênix Recuperação de Crédito,2026-03-25,43,21344.02,Em Aberto,27.0,Sudeste
CONTR_2026_01275,Vértice Asset & Cobrança,2026-02-13,143,"R$ 11.768,68",Ajuizado,47.0,Nordeste
CONTR_2026_01276,Fênix Recuperação de Crédito,2026-02-08,132,"R$ 18.678,17",Acordo Firmado,26.0,Nordeste
CONTR_2026_01277,Fênix Recuperação de Crédito,2026-02-09,121,"R$ 7.761,63",Acordo Firmado,72.0,Sul
CONTR_2026_01278,Vértice Asset & Cobrança ,2026-01-07,100,"R$ 2.070,01",Insucesso,41.0,Sul
CONTR_2026_01279,Fênix Recuperação de Crédito,2026-03-11,76,"R$ 5.341,06",Acordo Firmado,11.0,Centro-Oeste
CONTR_2026_01280,Vértice Asset & Cobrança,2026-01-25,57,"R$ 7.776,31",Em Aberto,91.0,Nordeste
CONTR_2026_01281,Nexus Mediação Financeira,2026-04-15,41,"R$ 4.802,21",Ajuizado,9.0,Nordeste
CONTR_2026_01282,Acerta Crédito Integrado,2026-02-28,109,"R$ 5.244,67",Em Aberto,54.0,Sudeste
CONTR_2026_01283,Nexus Mediação Financeira,2026-01-13,121,"R$ 5.611,74",Em Aberto,11.0,Nordeste
CONTR_2026_01284,Fênix Recuperação de Crédito,2026-04-13,87,"R$ 4.344,73",Em Aberto,7.0,Nordeste
CONTR_2026_01285,Vértice Asset & Cobrança,2026-04-14,76,"R$ 2.916,60",Insucesso,28.0,Sul
CONTR_2026_01286,Nexus Mediação Financeira,2026-03-27,92,"R$ 6.267,11",Ajuizado,94.0,Nordeste
CONTR_2026_01287,Fênix Recuperação de Crédito,2026-04-23,70,"R$ 1.474,97",Em Aberto,62.0,Nordeste
CONTR_2026_01288,Vértice Asset & Cobrança,2026-03-22,90,"R$ 2.137,24",Em Aberto,55.0,Sudeste
CONTR_2026_01289,Fênix Recuperação de Crédito,2026-04-22,69,"R$ 14.168,80",Em Aberto,36.0,Nordeste
CONTR_2026_01290,Fênix Recuperação de Crédito,2026-03-27,108,"R$ 4.555,13",Acordo Firmado,73.0,Nordeste
CONTR_2026_01291,Vértice Asset & Cobrança,2026-04-08,127,"R$ 9.820,98",Acordo Firmado,99.0,Nordeste
CONTR_2026_01292,Fênix Recuperação de Crédito,2026-03-03,105,"R$ 7.683,01",Em Aberto,63.0,Sudeste
CONTR_2026_01293,Nexus Mediação Financeira,2026-01-08,87,"R$ 3.133,53",Em Aberto,51.0,Sudeste
CONTR_2026_01294,Nexus Mediação Financeira,2026-04-23,119,"R$ 9.339,26",Insucesso,77.0,Nordeste
CONTR_2026_01295,Acerta Crédito Integrado,2026-02-14,90,1678.82,Em Aberto,48.0,Nordeste
CONTR_2026_01296,Fênix Recuperação de Crédito,2026-01-18,118,"R$ 11.596,34",Em Aberto,68.0,Sudeste
CONTR_2026_01297,Fênix Recuperação de Crédito,2026-03-29,70,"R$ 6.905,93",Acordo Firmado,10.0,Sul
CONTR_2026_01298,Fênix Recuperação de Crédito,2026-03-01,74,"R$ 14.291,43",Acordo Firmado,26.0,Norte
CONTR_2026_01299,Nexus Mediação Financeira,2026-04-28,60,12493.34,Em Aberto,,Nordeste
CONTR_2026_01300,Acerta Crédito Integrado,2026-03-01,76,"R$ 3.592,29",Acordo Firmado,53.0,Sul
CONTR_2026_01301,Fênix Recuperação de Crédito,2026-04-16,119,"R$ 10.918,70",Em Aberto,43.0,Nordeste
CONTR_2026_01302,fênix recuperação de crédito,2026-01-02,63,"R$ 5.339,29",Em Aberto,17.0,Nordeste
CONTR_2026_01303,Fênix Recuperação de Crédito,2026-03-07,20,2054.62,Acordo Firmado,27.0,Nordeste
CONTR_2026_01304,Nexus Mediação Financeira,2026-04-01,77,"R$ 10.046,59",Acordo Firmado,22.0,Sudeste
CONTR_2026_01305,Acerta Crédito Integrado,2026-01-14,54,"R$ 13.125,47",Acordo Firmado,36.0,Sudeste
CONTR_2026_01306,Acerta Crédito Integrado,2026-02-17,74,"R$ 1.641,68",Em Aberto,72.0,Nordeste
CONTR_2026_01307,Acerta Crédito Integrado,2026-04-13,153,"R$ 14.535,95",Acordo Firmado,33.0,Centro-Oeste
CONTR_2026_01308,Acerta Crédito Integrado,2026-04-27,63,"R$ 5.797,29",Insucesso,90.0,Nordeste
CONTR_2026_01309,Vértice Asset & Cobrança,2026-04-27,109,"R$ 1.331,19",Ajuizado,95.0,Nordeste
CONTR_2026_01310,Acerta Crédito Integrado,2026-02-25,87,"R$ 5.102,19",Em Aberto,53.0,Sudeste
CONTR_2026_01311,Fênix Recuperação de Crédito,2026-01-12,101,"R$ 9.166,57",Em Aberto,11.0,Norte
CONTR_2026_01312,Acerta Crédito Integrado,2026-04-06,74,"R$ 5.009,07",Acordo Firmado,93.0,NORDESTE
CONTR_2026_01313,Nexus Mediação Financeira,2026-04-02,124,"R$ 7.342,12",Acordo Firmado,29.0,Nordeste
CONTR_2026_01314,Acerta Crédito Integrado,2026-02-24,102,"R$ 11.783,96",Acordo Firmado,38.0,Nordeste
CONTR_2026_01315,Vértice Asset & Cobrança,2026-01-28,103,"R$ 11.391,94",Em Aberto,58.0,Sudeste
CONTR_2026_01316,Nexus Mediação Financeira,2026-04-20,92,"R$ 2.185,37",Em Aberto,15.0,Sudeste
CONTR_2026_01317,Nexus Mediação Financeira,2026-03-30,127,"R$ 3.985,48",Ajuizado,54.0,Sudeste
CONTR_2026_01318,Acerta Crédito Integrado,2026-01-04,106,"R$ 1.789,22",Acordo Firmado,62.0,Nordeste
CONTR_2026_01319,Fênix Recuperação de Crédito,2026-03-31,101,"R$ 5.720,55",Em Aberto,57.0,Nordeste
CONTR_2026_01320,Fênix Recuperação de Crédito,2026-02-05,109,"R$ 16.675,19",Acordo Firmado,79.0,Nordeste
CONTR_2026_01321,Fênix Recuperação de Crédito,2026-02-19,37,"R$ 2.203,53",Acordo Firmado,71.0,Sul
CONTR_2026_01322,Fênix Recuperação de Crédito,2026-01-03,95,"R$ 3.784,47",Acordo Firmado,58.0,Sudeste
CONTR_2026_01323,Acerta Crédito Integrado,2026-01-01,88,"R$ 16.598,48",Acordo Firmado,49.0,Centro-Oeste
CONTR_2026_01324,Fênix Recuperação de Crédito,2026-01-17,125,"R$ 8.133,84",Acordo Firmado,53.0,Nordeste
CONTR_2026_01325,Vértice Asset & Cobrança ,2026-03-12,68,"R$ 1.569,14",Ajuizado,29.0,Sul
CONTR_2026_01326,Vértice Asset & Cobrança,2026-03-03,96,3996.72,Em Aberto,33.0,Nordeste
CONTR_2026_01327,Fênix Recuperação de Crédito,2026-02-17,147,"R$ 23.266,85",Acordo Firmado,46.0,Sul
CONTR_2026_01328,Acerta Crédito Integrado,2026-03-03,89,"R$ 4.218,75",Acordo Firmado,54.0,Centro-Oeste
CONTR_2026_01329,Nexus Mediação Financeira,2026-03-10,50,"R$ 6.163,18",Insucesso,80.0,Nordeste
CONTR_2026_01330,Vértice Asset & Cobrança,2026-01-19,155,7236.17,Acordo Firmado,98.0,Nordeste
CONTR_2026_01331,Nexus Mediação Financeira,2026-04-13,68,"R$ 6.652,20",Em Aberto,85.0,Nordeste
CONTR_2026_01332,Acerta Crédito Integrado,2026-04-20,58,"R$ 4.856,51",Acordo Firmado,7.0,Centro-Oeste
CONTR_2026_01333,Fênix Recuperação de Crédito,2026-02-03,59,"R$ 1.912,40",Acordo Firmado,29.0,Nordeste
CONTR_2026_01334,Vértice Asset & Cobrança ,2026-04-09,111,"R$ 7.362,12",Em Aberto,9.0,Nordeste
CONTR_2026_01335,Vértice Asset & Cobrança ,2026-02-18,128,"R$ 14.739,84",Em Aberto,49.0,Norte
CONTR_2026_01336,Nexus Mediação Financeira,2026-03-21,142,"R$ 15.410,48",Em Aberto,71.0,Sudeste
CONTR_2026_01337,Fênix Recuperação de Crédito,2026-04-14,90,"R$ 5.699,50",Em Aberto,78.0,Sul
CONTR_2026_01338,Nexus Mediação Financeira,2026-04-24,60,"R$ 4.588,31",Em Aberto,94.0,Sul
CONTR_2026_01339,Fênix Recuperação de Crédito,2026-02-16,72,"R$ 3.232,04",Insucesso,88.0,Sudeste
CONTR_2026_01340,Fênix Recuperação de Crédito,2026-04-13,91,"R$ 1.746,67",Em Aberto,51.0,Centro-Oeste
CONTR_2026_01341,Vértice Asset & Cobrança,2026-04-01,89,"R$ 11.932,94",Em Aberto,98.0,Sudeste
CONTR_2026_01342,Vértice Asset & Cobrança,2026-04-15,129,"R$ 1.937,01",Insucesso,8.0,Sudeste
CONTR_2026_01343,Acerta Crédito Integrado,2026-04-12,50,"R$ 2.898,01",Ajuizado,55.0,Nordeste
CONTR_2026_01344,Acerta Crédito Integrado,2026-04-24,56,"R$ 7.943,04",Acordo Firmado,65.0,sudeste
